###ÄNSI
PROV747;Doris;;;x
PROV1332;Badi;;;;;;;x
PROV2086;Medri Bahri;;;;x
PROV2087;Marya;;;;x
PROV2088;Ka'bir;;;;x
PROV2089;Wolqayt;;;;x
b_vodica1;Vodica;;;;;;x 
b_vodica2;Vodica;;;;;;x 
b_vodica3;Vodica;;;;;;x 
b_vodica4;Vodica;;;;;;x 
b_vodica5;Vodica;;;;;;x 
b_vodica6;Vodica;;;;;;x 
b_vodica7;Vodica;;;;;;x 

c_okic;Okic;;;;;;x

b_okic1;Okic;;;;;;x 
b_okic2;Okic;;;;;;x 
b_okic3;Okic;;;;;;x 
b_okic4;Okic;;;;;;x 
b_okic5;Okic;;;;;;x 
b_okic6;Okic;;;;;;x 
b_okic7;Okic;;;;;;x 

c_brac;Brac;;;;;;x	

b_brac1;Brac;;;;;;x 
b_brac2;Brac;;;;;;x 
b_brac3;Brac;;;;;;x 
b_brac4;Brac;;;;;;x 
b_brac5;Brac;;;;;;x 
b_brac6;Brac;;;;;;x 
b_brac7;Brac;;;;;;x 

c_vis;Vis;;;;;;x

b_vis1;Vis;;;;;;x 
b_vis2;Vis;;;;;;x 
b_vis3;Vis;;;;;;x 
b_vis4;Vis;;;;;;x 
b_vis5;Vis;;;;;;x 
b_vis6;Vis;;;;;;x 
b_vis7;Vis;;;;;;x 

c_mijet;Mijet;;;;;;x

b_mijet1;Mijet;;;;;;x 
b_mijet2;Mijet;;;;;;x 
b_mijet3;Mijet;;;;;;x 
b_mijet4;Mijet;;;;;;x 
b_mijet5;Mijet;;;;;;x 
b_mijet6;Mijet;;;;;;x 
b_mijet7;Mijet;;;;;;x 


c_hvar;Hvar;;;;;;x		

b_hvar1;Hvar;;;;;;x 
b_hvar2;Hvar;;;;;;x 
b_hvar3;Hvar;;;;;;x 
b_hvar4;Hvar;;;;;;x 
b_hvar5;Hvar;;;;;;x 
b_hvar6;Hvar;;;;;;x 
b_hvar7;Hvar;;;;;;x 


c_korcula;Korcula;;;;;;x

b_korcula1;Korcula;;;;;;x 
b_korcula2;Korcula;;;;;;x 
b_korcula3;Korcula;;;;;;x 
b_korcula4;Korcula;;;;;;x 
b_korcula5;Korcula;;;;;;x 
b_korcula6;Korcula;;;;;;x 
b_korcula7;Korcula;;;;;;x 

c_lika;Lika;;;;;;x

b_lika1;Lika;;;;;;x 
b_lika2;Lika;;;;;;x 
b_lika3;Lika;;;;;;x 
b_lika4;Lika;;;;;;x 
b_lika5;Lika;;;;;;x 
b_lika6;Lika;;;;;;x 
b_lika7;Lika;;;;;;x 

c_modrus;Modrus;;;;;;x

b_modrus1;Modrus;;;;;;x 
b_modrus2;Modrus;;;;;;x 
b_modrus3;Modrus;;;;;;x 
b_modrus4;Modrus;;;;;;x 
b_modrus5;Modrus;;;;;;x 
b_modrus6;Modrus;;;;;;x 
b_modrus7;Modrus;;;;;;x 

c_cres;Cres;;;;;;x

b_cres1;Cres;;;;;;x 
b_cres2;Cres;;;;;;x 
b_cres3;Cres;;;;;;x 
b_cres4;Cres;;;;;;x 
b_cres5;Cres;;;;;;x 
b_cres6;Cres;;;;;;x 
b_cres7;Cres;;;;;;x 

c_pag;Pag;;;;;;x

b_pag1;Pag;;;;;;x 
b_pag2;Pag;;;;;;x 
b_pag3;Pag;;;;;;x 
b_pag4;Pag;;;;;;x 
b_pag5;Pag;;;;;;x 
b_pag6;Pag;;;;;;x 
b_pag7;Pag;;;;;;x 

c_duki_otok;Duki Otok;;;;;;x

b_duki_otok1;Duki Otok;;;;;;x 
b_duki_otok2;Duki Otok;;;;;;x 
b_duki_otok3;Duki Otok;;;;;;x 
b_duki_otok4;Duki Otok;;;;;;x 
b_duki_otok5;Duki Otok;;;;;;x 
b_duki_otok6;Duki Otok;;;;;;x 
b_duki_otok7;Duki Otok;;;;;;x 

c_larino;Larino;;;;;;x

b_larino1;Larino;;;;;;x 
b_larino2;Larino;;;;;;x 
b_larino3;Larino;;;;;;x 
b_larino4;Larino;;;;;;x 
b_larino5;Larino;;;;;;x 
b_larino6;Larino;;;;;;x 
b_larino7;Larino;;;;;;x 

c_alife;Alife;;;;;;x

b_alife1;Alife;;;;;;x 
b_alife2;Alife;;;;;;x 
b_alife3;Alife;;;;;;x 
b_alife4;Alife;;;;;;x 
b_alife5;Alife;;;;;;x 
b_alife6;Alife;;;;;;x 
b_alife7;Alife;;;;;;x 

c_molise;Molise;;;;;;x

b_molise1;Molise;;;;;;x 
b_molise2;Molise;;;;;;x 
b_molise3;Molise;;;;;;x 
b_molise4;Molise;;;;;;x 
b_molise5;Molise;;;;;;x 
b_molise6;Molise;;;;;;x 
b_molise7;Molise;;;;;;x 

c_melfi;Melfi;;;;;;x

b_melfi1;Melfi;;;;;;x 
b_melfi2;Melfi;;;;;;x 
b_melfi3;Melfi;;;;;;x 
b_melfi4;Melfi;;;;;;x 
b_melfi5;Melfi;;;;;;x 
b_melfi6;Melfi;;;;;;x 
b_melfi7;Melfi;;;;;;x 


c_andria;Andria;;;;;;x

b_andria1;Andria;;;;;;x 
b_andria2;Andria;;;;;;x 
b_andria3;Andria;;;;;;x 
b_andria4;Andria;;;;;;x 
b_andria5;Andria;;;;;;x 
b_andria6;Andria;;;;;;x 
b_andria7;Andria;;;;;;x 
	
c_oria;Oria;;;;;;x

b_oria1;Oria;;;;;;x 
b_oria2;Oria;;;;;;x 
b_oria3;Oria;;;;;;x 
b_oria4;Oria;;;;;;x 
b_oria5;Oria;;;;;;x 
b_oria6;Oria;;;;;;x 
b_oria7;Oria;;;;;;x 

c_gravina;Gravina;;;;;;x

b_gravina1;Gravina;;;;;;x 
b_gravina2;Gravina;;;;;;x 
b_gravina3;Gravina;;;;;;x 
b_gravina4;Gravina;;;;;;x 
b_gravina5;Gravina;;;;;;x 
b_gravina6;Gravina;;;;;;x 
b_gravina7;Gravina;;;;;;x 

c_crotone;Crotone;;;;;;x

b_crotone1;Crotone;;;;;;x 
b_crotone2;Crotone;;;;;;x 
b_crotone3;Crotone;;;;;;x 
b_crotone4;Crotone;;;;;;x 
b_crotone5;Crotone;;;;;;x 
b_crotone6;Crotone;;;;;;x 
b_crotone7;Crotone;;;;;;x 


c_marsicovetere;Marsicovetere;;;;;;x

b_marsicovetere1;Marsicovetere;;;;;;x 
b_marsicovetere2;Marsicovetere;;;;;;x 
b_marsicovetere3;Marsicovetere;;;;;;x 
b_marsicovetere4;Marsicovetere;;;;;;x 
b_marsicovetere5;Marsicovetere;;;;;;x 
b_marsicovetere6;Marsicovetere;;;;;;x 
b_marsicovetere7;Marsicovetere;;;;;;x 

c_enna;Enna;;;;;;x

b_enna1;Enna;;;;;;x 
b_enna2;Enna;;;;;;x 
b_enna3;Enna;;;;;;x 
b_enna4;Enna;;;;;;x 
b_enna5;Enna;;;;;;x 
b_enna6;Enna;;;;;;x 
b_enna7;Enna;;;;;;x 

c_modica;Modica;;;;;;x

b_modica1;Modica;;;;;;x 
b_modica2;Modica;;;;;;x 
b_modica3;Modica;;;;;;x 
b_modica4;Modica;;;;;;x 
b_modica5;Modica;;;;;;x 
b_modica6;Modica;;;;;;x 
b_modica7;Modica;;;;;;x 

c_klarjeti;Klarjeti;;;;;;x

b_klarjeti1;Klarjeti;;;;;;x 
b_klarjeti2;Klarjeti;;;;;;x 
b_klarjeti3;Klarjeti;;;;;;x 
b_klarjeti4;Klarjeti;;;;;;x 
b_klarjeti5;Klarjeti;;;;;;x 
b_klarjeti6;Klarjeti;;;;;;x 
b_klarjeti7;Klarjeti;;;;;;x 

c_ardahan;Ardahan;;;;;;x

b_ardahan1;Ardahan;;;;;;x 
b_ardahan2;Ardahan;;;;;;x 
b_ardahan3;Ardahan;;;;;;x 
b_ardahan4;Ardahan;;;;;;x 
b_ardahan5;Ardahan;;;;;;x 
b_ardahan6;Ardahan;;;;;;x 
b_ardahan7;Ardahan;;;;;;x 

c_hereti;Hereti;;;;;;x

b_hereti1;Hereti;;;;;;x 
b_hereti2;Hereti;;;;;;x 
b_hereti3;Hereti;;;;;;x 
b_hereti4;Hereti;;;;;;x 
b_hereti5;Hereti;;;;;;x 
b_hereti6;Hereti;;;;;;x 
b_hereti7;Hereti;;;;;;x 

c_tbilisi;Tbilisi;;;;;;x

b_tbilisi1;Tbilisi;;;;;;x 
b_tbilisi2;Tbilisi;;;;;;x 
b_tbilisi3;Tbilisi;;;;;;x 
b_tbilisi4;Tbilisi;;;;;;x 
b_tbilisi5;Tbilisi;;;;;;x 
b_tbilisi6;Tbilisi;;;;;;x 
b_tbilisi7;Tbilisi;;;;;;x 

c_qarbala;Qarbala;;;;;;x

b_qarbala1;Qarbala;;;;;;x 
b_qarbala2;Qarbala;;;;;;x 
b_qarbala3;Qarbala;;;;;;x 
b_qarbala4;Qarbala;;;;;;x 
b_qarbala5;Qarbala;;;;;;x 
b_qarbala6;Qarbala;;;;;;x 
b_qarbala7;Qarbala;;;;;;x 

c_sadzen;Sadzen;;;;;;x

b_sadzen1;Sadzen;;;;;;x 
b_sadzen2;Sadzen;;;;;;x 
b_sadzen3;Sadzen;;;;;;x 
b_sadzen4;Sadzen;;;;;;x 
b_sadzen5;Sadzen;;;;;;x 
b_sadzen6;Sadzen;;;;;;x 
b_sadzen7;Sadzen;;;;;;x 


c_samegrelo;Samegrelo;;;;;;x

b_samegrelo1;Samegrelo;;;;;;x 
b_samegrelo2;Samegrelo;;;;;;x 
b_samegrelo3;Samegrelo;;;;;;x 
b_samegrelo4;Samegrelo;;;;;;x 
b_samegrelo5;Samegrelo;;;;;;x 
b_samegrelo6;Samegrelo;;;;;;x 
b_samegrelo7;Samegrelo;;;;;;x 


c_belluno;Belluno;;;;;x

b_belluno1;Belluno;;;;;x 
b_belluno2;Belluno;;;;;x 
b_belluno3;Belluno;;;;;x 
b_belluno4;Belluno;;;;;x 
b_belluno5;Belluno;;;;;x 
b_belluno6;Belluno;;;;;x 
b_belluno7;Belluno;;;;;x 


c_friuli;Friuli;;;;;x 

b_friuli1;Friuli;;;;;x 
b_friuli2;Friuli;;;;;x 
b_friuli3;Friuli;;;;;x 
b_friuli4;Friuli;;;;;x 
b_friuli5;Friuli;;;;;x 
b_friuli6;Friuli;;;;;x 
b_friuli7;Friuli;;;;;x 


c_vicensa;Vicensa;;;;;;x

b_vicensa1;Vicensa;;;;;;x 
b_vicensa2;Vicensa;;;;;;x 
b_vicensa3;Vicensa;;;;;;x 
b_vicensa4;Vicensa;;;;;;x 
b_vicensa5;Vicensa;;;;;;x 
b_vicensa6;Vicensa;;;;;;x 
b_vicensa7;Vicensa;;;;;;x 

c_asti;Asti;;;;;;x 

b_asti1;Asti;;;;;;x 
b_asti2;Asti;;;;;;x 
b_asti3;Asti;;;;;;x 
b_asti4;Asti;;;;;;x 
b_asti5;Asti;;;;;;x 
b_asti6;Asti;;;;;;x 
b_asti7;Asti;;;;;;x 

c_novara;Novara;;;;;;x

b_novara1;Novara;;;;;;x 
b_novara2;Novara;;;;;;x 
b_novara3;Novara;;;;;;x 
b_novara4;Novara;;;;;;x 
b_novara5;Novara;;;;;;x 
b_novara6;Novara;;;;;;x 
b_novara7;Novara;;;;;;x 


c_castelseprio;Castelseprio;;;;;;x

b_castelseprio1;Castelseprio;;;;;;x 
b_castelseprio2;Castelseprio;;;;;;x 
b_castelseprio3;Castelseprio;;;;;;x 
b_castelseprio4;Castelseprio;;;;;;x 
b_castelseprio5;Castelseprio;;;;;;x 
b_castelseprio6;Castelseprio;;;;;;x 
b_castelseprio7;Castelseprio;;;;;;x 


c_ticino;Ticino;;;;;;x

b_ticino1;Ticino;;;;;;x 
b_ticino2;Ticino;;;;;;x 
b_ticino3;Ticino;;;;;;x 
b_ticino4;Ticino;;;;;;x 
b_ticino5;Ticino;;;;;;x 
b_ticino6;Ticino;;;;;;x 
b_ticino7;Ticino;;;;;;x 


c_bergano;Bergano;;;;;;x

b_bergano1;Bergano;;;;;;x 
b_bergano2;Bergano;;;;;;x 
b_bergano3;Bergano;;;;;;x 
b_bergano4;Bergano;;;;;;x 
b_bergano5;Bergano;;;;;;x 
b_bergano6;Bergano;;;;;;x 
b_bergano7;Bergano;;;;;;x 

c_savona;Savona;;;;;;x

b_savona1;Savona;;;;;;x 
b_savona2;Savona;;;;;;x 
b_savona3;Savona;;;;;;x 
b_savona4;Savona;;;;;;x 
b_savona5;Savona;;;;;;x 
b_savona6;Savona;;;;;;x 
b_savona7;Savona;;;;;;x 

c_arezzo;Arezzo;;;;;;x

b_arezzo1;Arezzo;;;;;;x 
b_arezzo2;Arezzo;;;;;;x 
b_arezzo3;Arezzo;;;;;;x 
b_arezzo4;Arezzo;;;;;;x 
b_arezzo5;Arezzo;;;;;;x 
b_arezzo6;Arezzo;;;;;;x 
b_arezzo7;Arezzo;;;;;;x 

c_abbruzze;Abbruzze;;;;;;x 

b_abbruzze1;Abbruzze;;;;;;x 
b_abbruzze2;Abbruzze;;;;;;x 
b_abbruzze3;Abbruzze;;;;;;x 
b_abbruzze4;Abbruzze;;;;;;x 
b_abbruzze5;Abbruzze;;;;;;x 
b_abbruzze6;Abbruzze;;;;;;x 
b_abbruzze7;Abbruzze;;;;;;x 

c_perugia;Perugia;;;;;;x

b_perugia1;Perugia;;;;;;x 
b_perugia2;Perugia;;;;;;x 
b_perugia3;Perugia;;;;;;x 
b_perugia4;Perugia;;;;;;x 
b_perugia5;Perugia;;;;;;x 
b_perugia6;Perugia;;;;;;x 
b_perugia7;Perugia;;;;;;x 

c_viterbo;Viterbo;;;;;;x

b_viterbo1;Viterbo;;;;;;x 
b_viterbo2;Viterbo;;;;;;x 
b_viterbo3;Viterbo;;;;;;x 
b_viterbo4;Viterbo;;;;;;x 
b_viterbo5;Viterbo;;;;;;x 
b_viterbo6;Viterbo;;;;;;x 
b_viterbo7;Viterbo;;;;;;x 

c_frosinone;Frosinone;;;;;;x

b_frosinone1;Frosinone;;;;;;x 
b_frosinone2;Frosinone;;;;;;x 
b_frosinone3;Frosinone;;;;;;x 
b_frosinone4;Frosinone;;;;;;x 
b_frosinone5;Frosinone;;;;;;x 
b_frosinone6;Frosinone;;;;;;x 
b_frosinone7;Frosinone;;;;;;x 

c_gaeta;Gaeta;;;;;;x

b_gaeta1;Gaeta;;;;;;x 
b_gaeta2;Gaeta;;;;;;x 
b_gaeta3;Gaeta;;;;;;x 
b_gaeta4;Gaeta;;;;;;x 
b_gaeta5;Gaeta;;;;;;x 
b_gaeta6;Gaeta;;;;;;x 
b_gaeta7;Gaeta;;;;;;x 

c_cap_corse;Cap Corse;;;;;;x

b_cap_corse1;Cap Corse;;;;;;x 
b_cap_corse2;Cap Corse;;;;;;x 
b_cap_corse3;Cap Corse;;;;;;x 
b_cap_corse4;Cap Corse;;;;;;x 
b_cap_corse5;Cap Corse;;;;;;x 
b_cap_corse6;Cap Corse;;;;;;x 
b_cap_corse7;Cap Corse;;;;;;x 

c_gallura;Gallura;;;;;;x

b_gallura1;Gallura;;;;;;x 
b_gallura2;Gallura;;;;;;x 
b_gallura3;Gallura;;;;;;x 
b_gallura4;Gallura;;;;;;x 
b_gallura5;Gallura;;;;;;x 
b_gallura6;Gallura;;;;;;x 
b_gallura7;Gallura;;;;;;x 


c_logudoro;Logudoro;;;;;;x

b_logudoro1;Logudoro;;;;;;x 
b_logudoro2;Logudoro;;;;;;x 
b_logudoro3;Logudoro;;;;;;x 
b_logudoro4;Logudoro;;;;;;x 
b_logudoro5;Logudoro;;;;;;x 
b_logudoro6;Logudoro;;;;;;x 
b_logudoro7;Logudoro;;;;;;x 

c_skara;Skara;;;;;;x

b_skara1;Skara;;;;;;x 
b_skara2;Skara;;;;;;x 
b_skara3;Skara;;;;;;x 
b_skara4;Skara;;;;;;x 
b_skara5;Skara;;;;;;x 
b_skara6;Skara;;;;;;x 
b_skara7;Skara;;;;;;x 

c_finnheden;Finnheden;;;;;;x

b_finnheden1;Finnheden;;;;;;x 
b_finnheden2;Finnheden;;;;;;x 
b_finnheden3;Finnheden;;;;;;x 
b_finnheden4;Finnheden;;;;;;x 
b_finnheden5;Finnheden;;;;;;x 
b_finnheden6;Finnheden;;;;;;x 
b_finnheden7;Finnheden;;;;;;x 


c_njudung;Njudung;;;;;;x

b_njudung1;Njudung;;;;;;x 
b_njudung2;Njudung;;;;;;x 
b_njudung3;Njudung;;;;;;x 
b_njudung4;Njudung;;;;;;x 
b_njudung5;Njudung;;;;;;x 
b_njudung6;Njudung;;;;;;x 
b_njudung7;Njudung;;;;;;x 

c_lolland;Lolland;;;;;;x

b_lolland1;Lolland;;;;;;x 
b_lolland2;Lolland;;;;;;x 
b_lolland3;Lolland;;;;;;x 
b_lolland4;Lolland;;;;;;x 
b_lolland5;Lolland;;;;;;x 
b_lolland6;Lolland;;;;;;x 
b_lolland7;Lolland;;;;;;x 

c_himbesyssel;Himbesyssel;;;;;;x

b_himbesyssel1;Himbesyssel;;;;;;x 
b_himbesyssel2;Himbesyssel;;;;;;x 
b_himbesyssel3;Himbesyssel;;;;;;x 
b_himbesyssel4;Himbesyssel;;;;;;x 
b_himbesyssel5;Himbesyssel;;;;;;x 
b_himbesyssel6;Himbesyssel;;;;;;x 
b_himbesyssel7;Himbesyssel;;;;;;x 


c_hardsyssel;Hardsyssel;;;;;;x

b_hardsyssel1;Hardsyssel;;;;;;x 
b_hardsyssel2;Hardsyssel;;;;;;x 
b_hardsyssel3;Hardsyssel;;;;;;x 
b_hardsyssel4;Hardsyssel;;;;;;x 
b_hardsyssel5;Hardsyssel;;;;;;x 
b_hardsyssel6;Hardsyssel;;;;;;x 
b_hardsyssel7;Hardsyssel;;;;;;x 

c_vendsyssel;Vendsyssel;;;;;;x

b_vendsyssel1;Vendsyssel;;;;;;x 
b_vendsyssel2;Vendsyssel;;;;;;x 
b_vendsyssel3;Vendsyssel;;;;;;x 
b_vendsyssel4;Vendsyssel;;;;;;x 
b_vendsyssel5;Vendsyssel;;;;;;x 
b_vendsyssel6;Vendsyssel;;;;;;x 
b_vendsyssel7;Vendsyssel;;;;;;x 

c_uthlande;Uthlandel;;;;;;x

b_uthlande1;Uthlandel;;;;;;x 
b_uthlande2;Uthlandel;;;;;;x 
b_uthlande3;Uthlandel;;;;;;x 
b_uthlande4;Uthlandel;;;;;;x 
b_uthlande5;Uthlandel;;;;;;x 
b_uthlande6;Uthlandel;;;;;;x 
b_uthlande7;Uthlandel;;;;;;x 


c_istedsyssel;Istedsyssel;;;;;;x

b_istedsyssel1;Istedsyssel;;;;;;x 
b_istedsyssel2;Istedsyssel;;;;;;x 
b_istedsyssel3;Istedsyssel;;;;;;x 
b_istedsyssel4;Istedsyssel;;;;;;x 
b_istedsyssel5;Istedsyssel;;;;;;x 
b_istedsyssel6;Istedsyssel;;;;;;x 
b_istedsyssel7;Istedsyssel;;;;;;x 

c_dithmarschen;Dithmarschen;;;;;;x

b_dithmarschen1;Dithmarschen;;;;;;x 
b_dithmarschen2;Dithmarschen;;;;;;x 
b_dithmarschen3;Dithmarschen;;;;;;x 
b_dithmarschen4;Dithmarschen;;;;;;x 
b_dithmarschen5;Dithmarschen;;;;;;x 
b_dithmarschen6;Dithmarschen;;;;;;x 
b_dithmarschen7;Dithmarschen;;;;;;x 

c_nordurland;Nordurland;;;;;;x

b_nordurland1;Nordurland;;;;;;x 
b_nordurland2;Nordurland;;;;;;x 
b_nordurland3;Nordurland;;;;;;x 
b_nordurland4;Nordurland;;;;;;x 
b_nordurland5;Nordurland;;;;;;x 
b_nordurland6;Nordurland;;;;;;x 
b_nordurland7;Nordurland;;;;;;x 

c_sudurland;Sudurland;;;;;;x

b_sudurland1;Sudurland;;;;;;x 
b_sudurland2;Sudurland;;;;;;x 
b_sudurland3;Sudurland;;;;;;x 
b_sudurland4;Sudurland;;;;;;x 
b_sudurland5;Sudurland;;;;;;x 
b_sudurland6;Sudurland;;;;;;x 
b_sudurland7;Sudurland;;;;;;x 		

c_sogn;Sogn;;;;;;x

b_sogn1;Sogn;;;;;;x 
b_sogn2;Sogn;;;;;;x 
b_sogn3;Sogn;;;;;;x 
b_sogn4;Sogn;;;;;;x 
b_sogn5;Sogn;;;;;;x 
b_sogn6;Sogn;;;;;;x 
b_sogn7;Sogn;;;;;;x 

c_fjordane;Fjordane;;;;;;x

b_fjordane1;Fjordane;;;;;;x 
b_fjordane2;Fjordane;;;;;;x 
b_fjordane3;Fjordane;;;;;;x 
b_fjordane4;Fjordane;;;;;;x 
b_fjordane5;Fjordane;;;;;;x 
b_fjordane6;Fjordane;;;;;;x 
b_fjordane7;Fjordane;;;;;;x 

c_romerike;Romerike;;;;;;x

b_romerike1;Romerike;;;;;;x 
b_romerike2;Romerike;;;;;;x 
b_romerike3;Romerike;;;;;;x 
b_romerike4;Romerike;;;;;;x 
b_romerike5;Romerike;;;;;;x 
b_romerike6;Romerike;;;;;;x 
b_romerike7;Romerike;;;;;;x 

c_romsdal;Romsdal;;;;;;x

b_romsdal1;Romsdal;;;;;;x 
b_romsdal2;Romsdal;;;;;;x 
b_romsdal3;Romsdal;;;;;;x 
b_romsdal4;Romsdal;;;;;;x 
b_romsdal5;Romsdal;;;;;;x 
b_romsdal6;Romsdal;;;;;;x 
b_romsdal7;Romsdal;;;;;;x 

c_inntrongelag;Inntrongelag;;;;;;x

b_inntrongelag1;Inntrongelag;;;;;;x 
b_inntrongelag2;Inntrongelag;;;;;;x 
b_inntrongelag3;Inntrongelag;;;;;;x 
b_inntrongelag4;Inntrongelag;;;;;;x 
b_inntrongelag5;Inntrongelag;;;;;;x 
b_inntrongelag6;Inntrongelag;;;;;;x 
b_inntrongelag7;Inntrongelag;;;;;;x 

c_fosen;Fosen;;;;;;x

b_fosen1;Fosen;;;;;;x 
b_fosen2;Fosen;;;;;;x 
b_fosen3;Fosen;;;;;;x 
b_fosen4;Fosen;;;;;;x 
b_fosen5;Fosen;;;;;;x 
b_fosen6;Fosen;;;;;;x 
b_fosen7;Fosen;;;;;;x 

c_uttrondelag;Uttrondelag;;;;;;x

b_uttrondelag1;Uttrondelag;;;;;;x 
b_uttrondelag2;Uttrondelag;;;;;;x 
b_uttrondelag3;Uttrondelag;;;;;;x 
b_uttrondelag4;Uttrondelag;;;;;;x 
b_uttrondelag5;Uttrondelag;;;;;;x 
b_uttrondelag6;Uttrondelag;;;;;;x 
b_uttrondelag7;Uttrondelag;;;;;;x 

c_saxony;Saxony;;;;;;x

b_saxony1;Saxony;;;;;;x 
b_saxony2;Saxony;;;;;;x 
b_saxony3;Saxony;;;;;;x 
b_saxony4;Saxony;;;;;;x 
b_saxony5;Saxony;;;;;;x 
b_saxony6;Saxony;;;;;;x 
b_saxony7;Saxony;;;;;;x 


c_osterland;Osterland;;;;;;x
	
b_osterland1;Osterland;;;;;;x 
b_osterland2;Osterland;;;;;;x 
b_osterland3;Osterland;;;;;;x 
b_osterland4;Osterland;;;;;;x 
b_osterland5;Osterland;;;;;;x 
b_osterland6;Osterland;;;;;;x 
b_osterland7;Osterland;;;;;;x 

c_magdeburg;Magdeburg;;;;;;x

b_magdeburg1;Magdeburg;;;;;;x 
b_magdeburg2;Magdeburg;;;;;;x 
b_magdeburg3;Magdeburg;;;;;;x 
b_magdeburg4;Magdeburg;;;;;;x 
b_magdeburg5;Magdeburg;;;;;;x 
b_magdeburg6;Magdeburg;;;;;;x 
b_magdeburg7;Magdeburg;;;;;;x 

c_oberlausitz;Oberlausitz;;;;;;x

b_oberlausitz1;Oberlausitz;;;;;;x 
b_oberlausitz2;Oberlausitz;;;;;;x 
b_oberlausitz3;Oberlausitz;;;;;;x 
b_oberlausitz4;Oberlausitz;;;;;;x 
b_oberlausitz5;Oberlausitz;;;;;;x 
b_oberlausitz6;Oberlausitz;;;;;;x 
b_oberlausitz7;Oberlausitz;;;;;;x 

c_beroun;Beroun;;;;;;x

b_beroun1;Beroun;;;;;;x 
b_beroun2;Beroun;;;;;;x 
b_beroun3;Beroun;;;;;;x 
b_beroun4;Beroun;;;;;;x 
b_beroun5;Beroun;;;;;;x 
b_beroun6;Beroun;;;;;;x 
b_beroun7;Beroun;;;;;;x 

c_trebon;Trebon;;;;;;x

b_trebon1;Trebon;;;;;;x 
b_trebon2;Trebon;;;;;;x 
b_trebon3;Trebon;;;;;;x 
b_trebon4;Trebon;;;;;;x 
b_trebon5;Trebon;;;;;;x 
b_trebon6;Trebon;;;;;;x 
b_trebon7;Trebon;;;;;;x 


c_prachatice;Prachatice;;;;;;x

b_prachatice1;Prachatice;;;;;;x 
b_prachatice2;Prachatice;;;;;;x 
b_prachatice3;Prachatice;;;;;;x 
b_prachatice4;Prachatice;;;;;;x 
b_prachatice5;Prachatice;;;;;;x 
b_prachatice6;Prachatice;;;;;;x 
b_prachatice7;Prachatice;;;;;;x 

c_kromeriz;Kromeriz;;;;;;x

b_kromeriz1;Kromeriz;;;;;;x 
b_kromeriz2;Kromeriz;;;;;;x 
b_kromeriz3;Kromeriz;;;;;;x 
b_kromeriz4;Kromeriz;;;;;;x 
b_kromeriz5;Kromeriz;;;;;;x 
b_kromeriz6;Kromeriz;;;;;;x 
b_kromeriz7;Kromeriz;;;;;;x 

c_saray_juk;Saray Juk;;;;;;x

b_saray_juk1;Saray Juk;;;;;;x 
b_saray_juk2;Saray Juk;;;;;;x 
b_saray_juk3;Saray Juk;;;;;;x 
b_saray_juk4;Saray Juk;;;;;;x 
b_saray_juk5;Saray Juk;;;;;;x 
b_saray_juk6;Saray Juk;;;;;;x 
b_saray_juk7;Saray Juk;;;;;;x 

c_mangup;Mangup;;;;;;x

b_mangup1;Mangup;;;;;;x 
b_mangup2;Mangup;;;;;;x 
b_mangup3;Mangup;;;;;;x 
b_mangup4;Mangup;;;;;;x 
b_mangup5;Mangup;;;;;;x 
b_mangup6;Mangup;;;;;;x 
b_mangup7;Mangup;;;;;;x 

c_circassia;Circassia;;;;;;x
b_circassia1;Circassia;;;;;;x 
b_circassia2;Circassia;;;;;;x 
b_circassia3;Circassia;;;;;;x 
b_circassia4;Circassia;;;;;;x 
b_circassia5;Circassia;;;;;;x 
b_circassia6;Circassia;;;;;;x 
b_circassia7;Circassia;;;;;;x 

c_kabardia;Kabardia;;;;;;x

b_kabardia1;Kabardia;;;;;;x 
b_kabardia2;Kabardia;;;;;;x 
b_kabardia3;Kabardia;;;;;;x 
b_kabardia4;Kabardia;;;;;;x 
b_kabardia5;Kabardia;;;;;;x 
b_kabardia6;Kabardia;;;;;;x 
b_kabardia7;Kabardia;;;;;;x 

c_sarir;Sarir;;;;;;x

b_sarir1;Sarir;;;;;;x 
b_sarir2;Sarir;;;;;;x 
b_sarir3;Sarir;;;;;;x 
b_sarir4;Sarir;;;;;;x 
b_sarir5;Sarir;;;;;;x 
b_sarir6;Sarir;;;;;;x 
b_sarir7;Sarir;;;;;;x 

c_lekia;Lekia;;;;;;x

b_lekia1;Lekia;;;;;;x 
b_lekia2;Lekia;;;;;;x 
b_lekia3;Lekia;;;;;;x 
b_lekia4;Lekia;;;;;;x 
b_lekia5;Lekia;;;;;;x 
b_lekia6;Lekia;;;;;;x 
b_lekia7;Lekia;;;;;;x 

c_terek;Terek;;;;;;x 

b_terek1;Terek;;;;;;x 
b_terek2;Terek;;;;;;x 
b_terek3;Terek;;;;;;x 
b_terek4;Terek;;;;;;x 
b_terek5;Terek;;;;;;x 
b_terek6;Terek;;;;;;x 
b_terek7;Terek;;;;;;x 

c_buzach;Buzach;;;;;;x

